avg_cl,avg_nitrate,avg_nitrit,avg_ph,avg_turbidity,date,station
310.25,0.13875,0.06675,8.3975,2.625,2019-01-27T00:00:00.000Z,A
304,0.017,0.002,8.44,2.1,2017-07-16T00:00:00.000Z,H
271,0.163,0.012750000000000001,9.0175,2.05,2009-04-26T00:00:00.000Z,A
237.5,0.1645,0.02575,8.934999999999999,2.95,2003-07-13T00:00:00.000Z,D
269,0.052,0.003,8.56,1.7,2011-07-31T00:00:00.000Z,H
277.25,0.00525,0.00125,8.865,1.975,2002-06-30T00:00:00.000Z,D
231,0.111,0.013,8.875,3.55,2004-06-20T00:00:00.000Z,D
258.75,0.07725,0.066,8.1575,1.475,2012-12-30T00:00:00.000Z,A
304,0.001,0.0022500000000000003,8.7825,1.6,2017-06-18T00:00:00.000Z,G
314,0.051,0.004,8.23,2.9,2017-12-31T00:00:00.000Z,H
292.5,0.0445,0.0035,8.335,1.2,2019-12-08T00:00:00.000Z,K
250,0.00125,0.002,8.43,1.0375,2013-10-13T00:00:00.000Z,K
278,0.20475,0.018,8.809999999999999,3.6750000000000003,2002-04-22T00:00:00.000Z,A
296,0.237,0.071,7.99,2.3,2018-02-04T00:00:00.000Z,H
279,0.077,0.004,8.11,1.4,2011-12-18T00:00:00.000Z,H
301.5,0.008,0.002,8.4,1.35,2016-09-25T00:00:00.000Z,D
306.5,0.00625,0.002,8.485,1.325,2017-08-14T00:00:00.000Z,A
291.25,0.009333333333333334,0.002,8.3625,1.35,2019-10-22T00:00:00.000Z,G
277.5,0.0062499999999999995,0.001,8.55,1.975,2001-07-15T00:00:00.000Z,A
241.25,0.24525,0.0275,8.967500000000001,2.4,2003-07-06T00:00:00.000Z,D
273.75,0.13275,0.08775,8.325,2.6,2012-01-29T00:00:00.000Z,K
321.25,0.006666666666666667,0.002,8.5475,1.55,2017-10-29T00:00:00.000Z,K
321.5,0.005,0.002,8.2025,1.875,2017-11-12T00:00:00.000Z,G
235,0.259,0.111,8.28,5.3,2005-01-23T00:00:00.000Z,H
290.25,0.06875,0.0125,8.8025,1.85,2017-05-07T00:00:00.000Z,G
277.5,0.08299999999999999,0.015,9.1175,2.825,2019-06-02T00:00:00.000Z,A
286.25,0.002,0.001,8.76,2.175,2002-08-11T00:00:00.000Z,D
295,0.355,0.184,8.2125,2,2019-02-03T00:00:00.000Z,D
230,0.263,0.01225,8.875,3.1,2005-03-27T00:00:00.000Z,D
281.5,0.05775,0.0032500000000000003,8.372499999999999,1.85,2009-12-06T00:00:00.000Z,G
251,0.496,0.01,8.15,3.4,2013-02-03T00:00:00.000Z,H
238.75,0.69475,0.022,8.7875,5.375,2003-03-30T00:00:00.000Z,G
237,0.30025,0.018,9.057500000000001,4.05,2013-04-28T00:00:00.000Z,G
266,0.002,0.0062499999999999995,8.5375,1.7,2000-08-20T00:00:00.000Z,D
248.5,0.001,0.001,,2.6,2007-07-08T00:00:00.000Z,D
308,0.005,0.002,8.467500000000001,1.475,2018-06-10T00:00:00.000Z,D
293.25,0.0055,0.0022500000000000003,8.66,2,2002-09-09T00:00:00.000Z,K
278.25,0.014499999999999999,0.002,8.522499999999999,1.2,2014-10-26T00:00:00.000Z,D
223,0.365,0.012,8.8,4.2,2004-03-08T00:00:00.000Z,H
281,0.008,0.002,8.34,2.3,2009-07-26T00:00:00.000Z,H
272.75,0.00675,0.002,8.692499999999999,1.55,2009-07-05T00:00:00.000Z,A
251.75,0.044,0.0025,,1.825,2006-12-10T00:00:00.000Z,G
231,0,0.003,8.7,3.3,2004-08-22T00:00:00.000Z,H
287.5,0.005,0.002,8.485,1.95,2019-09-01T00:00:00.000Z,D
286.75,,0.002,8.5275,1.875,2019-09-08T00:00:00.000Z,G
275.25,0.124,0.03725,8.49,2.55,2012-01-22T00:00:00.000Z,D
237.75,0.0119,0.00425,8.8525,2.575,2004-10-24T00:00:00.000Z,A
275,0.063,0.0029,8.39,1.9,2014-11-23T00:00:00.000Z,H
273.75,0.005,0.002,8.54,1.125,2015-08-02T00:00:00.000Z,G
237,0.37875,0.02175,9.115,4.9,2003-05-25T00:00:00.000Z,D
252,0.06425,0.008,9.0225,3,2012-06-10T00:00:00.000Z,D
236.75,0.0235,0.0032500000000000003,8.94,2.775,2004-10-24T00:00:00.000Z,K
248,0.066,0.003,8.48,4.4,2003-11-25T00:00:00.000Z,H
263.5,0.24875,0.01425,9.035,1.875,2011-05-01T00:00:00.000Z,G
249,0.015,0.002,8.43,2.3,2013-09-01T00:00:00.000Z,H
230,0.198,0.024,8.87,5.6,2003-07-13T00:00:00.000Z,H
252.75,0.05975,0.00725,8.497499999999999,2.525,2007-01-28T00:00:00.000Z,D
281.5,0.0135,0.002,8.405000000000001,1.325,2008-12-07T00:00:00.000Z,A
249.25,0.425,0.0195,8.9525,4.8774999999999995,2010-02-21T00:00:00.000Z,G
284.25,0.005,0.002,8.6,1.825,2009-08-23T00:00:00.000Z,A
254,0.28674999999999995,0.006,8.5125,1.9,2014-02-04T00:00:00.000Z,K
282,0.01475,0.002,9.17,3.125,2008-10-22T00:00:00.000Z,D
269.75,0.00825,0.002,8.6,1.7,2009-07-05T00:00:00.000Z,K
232.5,0.13974999999999999,0.01625,9.004999999999999,3.525,2005-04-17T00:00:00.000Z,D
246,0.13,0.023,,4.3,2007-03-18T00:00:00.000Z,H
304.5,0.01525,0.002,8.36,1.95,2017-07-16T00:00:00.000Z,D
269.75,0.19975,0.01025,8.807500000000001,2.9749999999999996,2016-04-17T00:00:00.000Z,G
286.25,0.006000000000000001,0.002,8.504999999999999,1.325,2019-08-18T00:00:00.000Z,D
306.5,0.40900000000000003,0.011,8.26,2.45,2019-02-24T00:00:00.000Z,K
258.25,0.0345,0.01725,7.945,2.2,2000-01-16T00:00:00.000Z,A
322.5,0.02425,0.002,8.307500000000001,2.05,2018-12-17T00:00:00.000Z,G
276.75,0.03375,0.003,8.3,0.825,2014-12-07T00:00:00.000Z,A
267,0.014,0.002,7.85,1.7,2020-08-23T00:00:00.000Z,H
232,0.05445,0.007,8.5875,4.225,2005-06-19T00:00:00.000Z,D
235.5,0.41275,0.01925,8.9975,5.4,2003-05-25T00:00:00.000Z,K
290.25,0.028749999999999998,0.002,8.8,2.1,2002-11-03T00:00:00.000Z,D
279.25,0.014,0.002,8.515,1.15,2010-09-12T00:00:00.000Z,D
242.75,0.03325,0.0022500000000000003,8.7575,2.625,2003-10-07T00:00:00.000Z,D
260.5,0.2105,0.01525,8.785,1.2,2020-05-24T00:00:00.000Z,A
258,0.3105,0.017,9.594999999999999,4.725,2012-03-25T00:00:00.000Z,D
272.5,0.31925,0.016,8.545,2.05,2011-03-20T00:00:00.000Z,D
228.75,0.28075,0.0115,8.862499999999999,2.575,2005-04-03T00:00:00.000Z,A
291,0.1835,0.01575,8.5875,3.325,2017-04-18T00:00:00.000Z,A
311,0.013000000000000001,0.002,8.546666666666667,1.8250000000000002,2018-06-24T00:00:00.000Z,D
230.25,1.1292499999999999,0.03125,8.615,4.825,2019-04-07T00:00:00.000Z,G
251.25,0.2025,0.00925,8.715,1.825,2014-03-17T00:00:00.000Z,A
277.25,0.002,0.00175,8.545,2.925,2001-07-22T00:00:00.000Z,D
233.75,0.326,0.00875,8.2575,4.175,2005-01-30T00:00:00.000Z,G
267.25,0.009,0.002,8.565000000000001,1.35,2008-07-06T00:00:00.000Z,A
291,0.281,0.018,8.48,2.4,2017-03-20T00:00:00.000Z,H
256.75,0.00175,0.002,8.77,1.45,2014-05-25T00:00:00.000Z,A
278.25,0.02075,0.002,8.3225,1.425,2014-11-16T00:00:00.000Z,A
247,0.035,0.014,8.75,4.4,2000-04-30T00:00:00.000Z,H
272.75,0.00525,0.00275,8.385000000000002,1.925,2000-11-19T00:00:00.000Z,A
269,0.159,0.017,8.27,7.1,2011-06-12T00:00:00.000Z,H
311.75,,0.002,8.4875,1.05,2018-07-15T00:00:00.000Z,D
267,0.006,0.002,8.445,1.0375,2020-09-06T00:00:00.000Z,K
239.75,0.054525000000000004,0.003,8.2475,2.025,2004-12-05T00:00:00.000Z,K
258.5,0.05125,0.00675,8.375,,2008-02-03T00:00:00.000Z,A
233,0.00025,0.0022500000000000003,8.815,3.325,2005-06-19T00:00:00.000Z,A
296,0.03225,0.0025,7.96,1.85,2002-12-15T00:00:00.000Z,A
233,0.162,0.032,9,2.4,2013-06-02T00:00:00.000Z,H
237.25,0.25125,0.016,,2.25,2006-04-02T00:00:00.000Z,A
245.25,0.03025,0.007,,2.5999999999999996,2007-06-10T00:00:00.000Z,D
272,0.006,0.002,8.29,2.2,2014-09-14T00:00:00.000Z,H
252,0.0595,0.00425,,2.425,2007-01-07T00:00:00.000Z,D
255.25,0.23925,0.036,8.895,2.4,2008-03-16T00:00:00.000Z,D
257,0.002,0.00275,8.635,3.5,2000-06-25T00:00:00.000Z,A
267.5,0.1515,0.017,8.67,2.125,2010-04-25T00:00:00.000Z,D
251,0.153,0.01425,9.33,2.25,2012-05-13T00:00:00.000Z,D
278.75,0.02475,0.003,8.015,1.2375,2015-12-06T00:00:00.000Z,G
268,0.07225000000000001,0.0022500000000000003,8.13,1.475,2020-12-29T00:00:00.000Z,G
225.75,0.0085,0.0025,8.7,2.9,2004-08-29T00:00:00.000Z,G
278.75,0.0835,0.004,8.2475,1.6,2009-12-13T00:00:00.000Z,G
252.5,0.02225,0.00075,8.245000000000001,1.175,2006-12-03T00:00:00.000Z,A
251.75,0.009,0.002,8.985,1.025,2013-11-10T00:00:00.000Z,A
321,0.03075,0.002,8.1175,1.4,2017-12-24T00:00:00.000Z,A
301.75,0.05725,0.011,8.89,1.7249999999999999,2018-04-15T00:00:00.000Z,D
281,0.117,0.00725,8.35,1.125,2011-01-30T00:00:00.000Z,D
261,0.043,0.003,8.6,1.9,2013-12-08T00:00:00.000Z,H
321.75,0.00675,0.002,8.52,2.175,2017-10-29T00:00:00.000Z,D
275,0.031,0.002,8.42,2,2014-11-16T00:00:00.000Z,H
238,0.39225,0.0195,9.1525,3.05,2013-04-02T00:00:00.000Z,G
263.5,0.002,0.0022500000000000003,8.5525,2.55,2000-07-23T00:00:00.000Z,K
283.5,0.01075,0.002,8.585,1.5750000000000002,2008-12-07T00:00:00.000Z,D
257.75,0.034,0.003,8.235,1.85,2008-01-20T00:00:00.000Z,D
292.25,0.017,0.00175,8.7525,1.55,2002-10-27T00:00:00.000Z,K
275,0.143,0.01575,8.815,2.925,2019-06-02T00:00:00.000Z,D
268.675,0.21494,0.013795624999999999,8.6875,,2020-03-29T00:00:00.000Z,D
267,0.00775,0.0032500000000000003,9.037500000000001,3.05,2002-06-16T00:00:00.000Z,A
279.75,0.009,0.0032500000000000003,8.969999999999999,3.95,2002-06-16T00:00:00.000Z,G
249,0.28,0.039,8.52,2.5,2014-01-28T00:00:00.000Z,H
285.75,0.00725,0.002,8.532499999999999,1.3499999999999999,2016-06-13T00:00:00.000Z,D
279,0.031,0.002,8.28,3.3,2001-07-29T00:00:00.000Z,H
284,0.013,0.002,8.6525,1.675,2008-11-02T00:00:00.000Z,G
286,0.178,0.007,8.26,1.3,2010-12-26T00:00:00.000Z,H
302.42857142857144,0.22328571428571428,0.011285714285714286,8.345714285714285,2.314285714285714,2018-03-18T00:00:00.000Z,A
310.25,0.21375,0.1995,8.05,1.35,2019-02-03T00:00:00.000Z,A
290,0.024,0.002,8.3375,2.9749999999999996,2019-10-22T00:00:00.000Z,TZ
250,0.085,0.012,8.74,4.9,2012-05-28T00:00:00.000Z,H
271,0.33575,0.034,8.1275,2.48,2010-02-01T00:00:00.000Z,K
272,0.041,0.002,7.67,1.6,2020-11-23T00:00:00.000Z,H
250.5,0.061,0.0155,,1.95,2007-02-04T00:00:00.000Z,A
235,0.015,0.003,8.6425,2.3,2005-07-03T00:00:00.000Z,A
243.5,0.08825,0.0175,8.7875,1.825,2007-05-20T00:00:00.000Z,D
292,0.02,0.002,8.49,3.8,2001-11-19T00:00:00.000Z,H
294.5,0.05575,0.01025,8.790000000000001,1.775,2017-05-14T00:00:00.000Z,G
319.5,0.01675,0.00525,7.79,1.05,2018-01-07T00:00:00.000Z,A
253.75,0.01325,0.012750000000000001,8.817499999999999,3.375,2000-05-14T00:00:00.000Z,G
282.5,0.07375,0.016,8.9575,2.95,2019-05-26T00:00:00.000Z,G
269.25,0.3425,0.01,8.415,1.4375,2011-03-27T00:00:00.000Z,A
250.25,0.00775,0.002,9.067499999999999,1.175,2013-10-20T00:00:00.000Z,A
326.5,,0.002,8.4,1.75,2018-10-14T00:00:00.000Z,D
246,0.00375,0.002,,2.95,2007-06-24T00:00:00.000Z,G
255.5,0.001,0.002,8.5075,1.3,2007-09-09T00:00:00.000Z,A
259.75,0.028249999999999997,0.002,8.692499999999999,1.9249999999999998,2007-11-18T00:00:00.000Z,G
253.25,0.001,0.002,8.8725,1.55,2007-08-26T00:00:00.000Z,K
278.75,0.13,0.0085,8.6575,2.075,2009-01-18T00:00:00.000Z,K
230,0.02375,0.003,8.925,2.05,2004-08-01T00:00:00.000Z,G
254.25,0.18875,0.032,9.09,2.65,2008-03-23T00:00:00.000Z,G
304.25,0.08,0.0495,8.1,1.275,2017-01-01T00:00:00.000Z,D
240,0.012,0.00525,8.805,4.45,2005-08-28T00:00:00.000Z,A
277,0.31074999999999997,0.011,8.515,3.55,2003-02-16T00:00:00.000Z,A
247.75,0.0805,0.02375,8.155000000000001,1.625,2004-01-04T00:00:00.000Z,A
242,0.042,0.003,8.71,2.6,2003-10-07T00:00:00.000Z,H
296.5,0.0365,0.004,8.2625,2.075,2002-12-01T00:00:00.000Z,A
242,0.037,0.004,8.96,3.2,2003-09-14T00:00:00.000Z,H
258.25,0.05925,0.016,8.27,1.35,2008-02-10T00:00:00.000Z,A
264.25,0.35325,0.009,8.6325,5.4,2003-02-16T00:00:00.000Z,G
243.25,0.00125,0,,2.05,2006-07-09T00:00:00.000Z,D
279.6666666666667,0.13266666666666668,0.05433333333333334,8.23,1.8333333333333333,2010-01-17T00:00:00.000Z,D
271.5,0.02,0.002,8.15,1.225,2020-11-15T00:00:00.000Z,A
239,0.194,0.033,,3.3,2006-01-22T00:00:00.000Z,H
278.5,0.1265,0.119,8.5825,1.725,2009-02-22T00:00:00.000Z,D
308.25,0.01975,0.002,8.205,1.2,2016-11-20T00:00:00.000Z,D
271.25,0.0055,0.002,8.4275,1.6,2014-09-14T00:00:00.000Z,D
258.25,0.0025,0.004,8.6375,3.5,2000-06-11T00:00:00.000Z,K
234,0.0135,0.0022500000000000003,8.775,3.2,2005-06-26T00:00:00.000Z,D
238.25,0.058575,0.0185,7.9725,1.35,2004-12-26T00:00:00.000Z,A
285,0.014,0.003,8.71,3.8,2002-08-04T00:00:00.000Z,H
286,0.014,0.002,8.7375,1.4749999999999999,2010-10-24T00:00:00.000Z,D
283.5,0.01275,0.002,8.6475,1.25,2010-10-31T00:00:00.000Z,A
249,,0.002,8.967500000000001,1.7,2013-08-11T00:00:00.000Z,D
296,0.0055,0.002,8.215,1.225,2016-08-07T00:00:00.000Z,A
317.75,0.00775,0.002,8.54,1.975,2017-11-26T00:00:00.000Z,K
269,0.089,0.043,8.51,4.4,2001-01-29T00:00:00.000Z,H
272,0.49750000000000005,0.0135,8.5075,3.925,2020-02-23T00:00:00.000Z,G
256.5,0.00425,0.006,8.605,3.4,2000-06-11T00:00:00.000Z,A
283,0.005,0.002,8.695,1.85,2009-08-31T00:00:00.000Z,D
247.75,0.002,0.00125,,3.125,2007-06-24T00:00:00.000Z,A
245,0.495,0.033,8.43,2.9,2013-04-02T00:00:00.000Z,H
293,0.034,0.003,8.15,2.6,2001-12-09T00:00:00.000Z,H
250,0.001,0.001,8.52,2.6,2007-07-15T00:00:00.000Z,H
239.5,0.38425,0.018,9.092500000000001,3.425,2013-04-02T00:00:00.000Z,A
278,0.2405,0.00925,8.4025,3.275,2016-02-28T00:00:00.000Z,D
252.25,0.00775,0.002,9.129999999999999,1.125,2013-11-10T00:00:00.000Z,K
245,0.131,0.034,8.6075,4.225,2007-02-25T00:00:00.000Z,G
295.5,0.005,0.002,8.5925,1.3,2016-08-07T00:00:00.000Z,K
256.5,0.1205,0.017750000000000002,9.067499999999999,1.65,2008-04-28T00:00:00.000Z,A
318.25,0.02,0.006,8.055,1.7999999999999998,2018-01-07T00:00:00.000Z,G
261.5,0.0775,0.01025,8.885,1.425,2015-05-25T00:00:00.000Z,G
268.5,0.044,0.011,8.747499999999999,3.35,2001-04-15T00:00:00.000Z,D
253,0.007,0.002,8.79,2,2012-08-05T00:00:00.000Z,H
251,0.013,0.002,8.96,1.6,2013-10-13T00:00:00.000Z,H
234,0.269,0.028,8.71,3.3,2003-07-06T00:00:00.000Z,H
242,0.409,0.027,8.07,2.8,2003-05-11T00:00:00.000Z,H
255.5,0.111,0.01725,9.2975,2.05,2008-04-28T00:00:00.000Z,G
265.25,0.27225,0.016,8.7575,2.125,2011-04-26T00:00:00.000Z,G
249.25,0.00625,0,8.307500000000001,1.675,2006-09-03T00:00:00.000Z,A
279,0.115,0.006,8.0375,1.125,2009-01-18T00:00:00.000Z,A
320,0.009,0.002,8.28,2.2,2018-08-19T00:00:00.000Z,H
290,0.354,0.006,8.27,2.3,2017-02-05T00:00:00.000Z,H
259.75,0.33975,0.01375,8.7825,1.55,2020-04-19T00:00:00.000Z,D
251.5,0.00175,0.005,,1.325,2006-10-15T00:00:00.000Z,A
260.75,0.2815,0.01675,8.4775,1.725,2020-05-10T00:00:00.000Z,G
253.5,0.03725,0.004,8.1,1.9,2006-12-31T00:00:00.000Z,D
265.25,0.34149999999999997,0.01375,8.6475,1.9,2011-04-10T00:00:00.000Z,A
237,0.14015,0.02525,8.11,2.6,2004-12-26T00:00:00.000Z,G
310.25,0.039,0.041,7.5675,1.05,2018-01-28T00:00:00.000Z,A
294,0.342,0.191,8.16,1.7,2019-02-03T00:00:00.000Z,H
262,0.043500000000000004,0.01,8.64,1.5,2008-05-25T00:00:00.000Z,K
278,0.14,0.008,8.2,1.3,2011-02-06T00:00:00.000Z,H
237.25,,0.17149999999999999,8.1625,3.55,2005-01-16T00:00:00.000Z,G
238,0.0075,0.00375,8.81,4.175,2005-08-14T00:00:00.000Z,D
267,0.151,0.015,8.4,2.1,2015-05-10T00:00:00.000Z,H
286,0.01575,0.002,8.45,1.9249999999999998,2015-11-01T00:00:00.000Z,D
266,0.073,0.003,7.39,2.4,2008-01-13T00:00:00.000Z,H
272.25,0.13225,0.0955,8.2075,2.775,2012-02-05T00:00:00.000Z,G
290.25,0.07875,0.209,8.477500000000001,2.675,2003-01-19T00:00:00.000Z,K
296,0.301,0.008,8.27,2.8,2017-02-12T00:00:00.000Z,H
279.5,0.1075,0.005,8.05,1.0750000000000002,2009-01-11T00:00:00.000Z,A
289,0.002,0.00175,8.795,1.9000000000000001,2002-09-17T00:00:00.000Z,A
269.25,0.0325,0.017750000000000002,8.5475,2.8,2001-01-21T00:00:00.000Z,D
307.25,0.334,0.010249999999999999,8.32,2.3,2019-02-24T00:00:00.000Z,A
270,0.432,0.018,8.38,,2010-03-21T00:00:00.000Z,H
286,0.035,0.002,8.65,1.5,2010-11-15T00:00:00.000Z,H
223,0.44475,0.012,8.925,7.05,2004-03-08T00:00:00.000Z,D
245.5,0.032,0.007,8.9625,1.6500000000000001,2013-07-07T00:00:00.000Z,D
227.5,0.28500000000000003,0.00975,8.925,2,2004-05-03T00:00:00.000Z,A
282.75,0.02825,0.0022500000000000003,8.4275,1.6,2008-12-21T00:00:00.000Z,K
278.75,0.054,0.008,8.9575,3.15,2002-06-02T00:00:00.000Z,D
233,0.09525,0.014750000000000001,,3.025,2006-05-01T00:00:00.000Z,G
252.25,0.0195,0,8.434999999999999,2.3,2006-10-22T00:00:00.000Z,G
271.75,0.005,0.002,8.6375,1.5,2008-08-17T00:00:00.000Z,G
231.75,0.14100000000000001,0.015,,2.35,2006-05-01T00:00:00.000Z,A
256,0.006,0.0065,8.6625,3.575,2000-06-04T00:00:00.000Z,A
263.75,0.23925,0.0165,8.6325,1.975,2015-04-19T00:00:00.000Z,D
291,0.014,0.002,8.51,2.4,2016-07-10T00:00:00.000Z,H
268,0.025,0.002,8.5,3.2,2000-10-29T00:00:00.000Z,H
243,0.053,0.009666666666666665,9.233333333333334,1.8666666666666665,2013-06-30T00:00:00.000Z,G
253,0.001,0.002,8.6,1.575,2007-08-19T00:00:00.000Z,D
316.25,0.005,0.002,8.1975,1.55,2017-11-26T00:00:00.000Z,A
250,0.161,0.017,8.86,9.1,2012-05-13T00:00:00.000Z,H
290,0.038,0.002,8.04,2.2,2019-11-17T00:00:00.000Z,H
285.25,0.2725,0.01325,8.942499999999999,2.975,2002-03-10T00:00:00.000Z,K
250.5,0.43925000000000003,0.01075,8.5975,2.825,2011-03-27T00:00:00.000Z,G
226,0.348,0.01125,8.25,3.1,2004-04-18T00:00:00.000Z,D
251.25,0.003,0.00175,8.675,1.9500000000000002,2007-07-29T00:00:00.000Z,K
279.5,0.01625,0.0022500000000000003,9.25,2.625,2002-06-23T00:00:00.000Z,G
250,0.256,0.008,8.58,2.2,2014-02-16T00:00:00.000Z,H
278.25,0.1175,0.00475,8.1425,1.125,2009-01-11T00:00:00.000Z,G
250.75,0.03425,0.0022500000000000003,8.82,2.575,2003-09-29T00:00:00.000Z,K
294.25,0.03125,0.0035,8.355,1.55,2002-11-25T00:00:00.000Z,D
282.75,0.02,0.002,8.7375,1.1,2010-10-10T00:00:00.000Z,K
312.75,0.006,0.002,8.41,1.175,2018-07-08T00:00:00.000Z,A
265,0.028,0.002,8.11,2.2,2020-07-19T00:00:00.000Z,H
229,0,0.002,8.71,2.825,2004-09-12T00:00:00.000Z,A
276.5,0.22325,0.019,8.72,4.325,2019-05-12T00:00:00.000Z,A
240,0.09559999999999999,0.048,8.1275,2.3499999999999996,2005-01-02T00:00:00.000Z,D
263,0.0032500000000000003,0.002,8.475,1.8,2000-07-23T00:00:00.000Z,A
244.5,0.06775,0.00925,8.31,2.15,2003-12-16T00:00:00.000Z,G
250,0.005,0.001,,2.9,2007-07-08T00:00:00.000Z,H
275.25,0.00625,0.002,8.565000000000001,1.375,2015-08-09T00:00:00.000Z,D
271.75,0.002,0.0032500000000000003,8.6775,3.025,2001-05-29T00:00:00.000Z,D
233.25,0.0055,0.002,8.9,2.15,2004-08-08T00:00:00.000Z,G
241.75,0.37175,0.01075,8.57,3.2,2000-02-27T00:00:00.000Z,G
237,0.0126,0.0035,8.9025,2.775,2004-10-17T00:00:00.000Z,D
241.25,0.032,0.00425,8.9175,2.475,2003-09-14T00:00:00.000Z,A
250,0.249,0.008,8.43,1.5,2014-02-23T00:00:00.000Z,H
263,0.1585,0.015,8.83,1.3,2020-05-31T00:00:00.000Z,G
270,0.047,0.003,8.35,1.7,2015-01-04T00:00:00.000Z,H
273.5,0.002,0.0022500000000000003,8.594999999999999,1.625,2000-09-11T00:00:00.000Z,G
281.75,0.0175,0.002,8.6175,1.225,2010-09-19T00:00:00.000Z,D
272.5,0.002,0.00275,8.585,2.475,2000-11-12T00:00:00.000Z,D
237.5,0.202,0.013,9.5025,1.675,2013-05-26T00:00:00.000Z,G
255.75,0.45575,0.0245,8.835,4.525,2003-04-06T00:00:00.000Z,A
279.5,0.0185,0.002,8.515,1.25,2011-10-23T00:00:00.000Z,D
280.5,0.027,0.003,8.825,2.3,2019-06-30T00:00:00.000Z,A
285,0.009,0.002,8.895,1.8,2009-10-25T00:00:00.000Z,G
269,0.038,0.011,8.49,2.8,2001-05-06T00:00:00.000Z,H
259.75,0.001,0.002,8.7775,1.175,2007-10-23T00:00:00.000Z,A
255,0.001,0.002,8.59,1.8,2007-08-26T00:00:00.000Z,H
304.75,0.34375,0.05775,8.290000000000001,2.4,2019-02-10T00:00:00.000Z,D
231,0.01885,0.035,9.0275,2.575,2005-05-29T00:00:00.000Z,A
262.25,0.0375,0.009,8.7025,1.65,2008-05-25T00:00:00.000Z,A
261,0.023,0.002,8.36,1.6,2007-12-23T00:00:00.000Z,H
234.25,0.01,0.002,8.7975,2.7,2005-07-10T00:00:00.000Z,A
260,0.214,0.016,8.58,2.1,2015-04-26T00:00:00.000Z,H
263.75,0.013000000000000001,0.002,9.0175,1.4249999999999998,2012-10-09T00:00:00.000Z,A
284.75,0.0285,0.002,8.7325,1.9,2009-11-01T00:00:00.000Z,G
235.5,0.0335,0.0022500000000000003,8.7775,2.325,2005-07-17T00:00:00.000Z,A
220,0.343,0.011,8.8,2.8,2004-04-13T00:00:00.000Z,H
248,0.054,0.003,8.59,2.9,2003-11-03T00:00:00.000Z,H
287,0.31,0.019,8.75,4.8,2002-03-10T00:00:00.000Z,H
259.5,0.006500000000000001,0.002,8.7125,1.5,2007-10-14T00:00:00.000Z,A
265.5,0.14825,0.01325,8.7625,1.45,2015-05-03T00:00:00.000Z,G
265,0.29525,0.0185,8.645,2.275,2015-03-15T00:00:00.000Z,A
239.75,0.04075,0.0035,8.71,3.7750000000000004,2003-09-29T00:00:00.000Z,A
290.25,0.216,0.01625,8.56,2.55,2017-04-24T00:00:00.000Z,A
218,0.435,0.014,8.14,10.4,2005-02-07T00:00:00.000Z,H
305,0.158,0.017,8.26,2.7,2018-04-08T00:00:00.000Z,H
230.75,0.3335,0.0345,8.7625,6.7250000000000005,2003-06-15T00:00:00.000Z,G
258.25,0.44025000000000003,0.0335,8.932500000000001,5.075,2003-03-30T00:00:00.000Z,A
274.5,0.001,0.002,8.555,1.4249999999999998,2011-09-11T00:00:00.000Z,K
258.25,0.001,0.002,8.82,1.275,2007-10-07T00:00:00.000Z,G
291,0.00375,0.00175,8.835,2.75,2002-09-01T00:00:00.000Z,D
267,0.14150000000000001,0.059750000000000004,8.6425,4.3,2009-02-15T00:00:00.000Z,G
278.75,0.1985,0.018000000000000002,8.645,3.65,2019-05-12T00:00:00.000Z,K
243.25,0.074,0.003475,,2.525,2005-12-25T00:00:00.000Z,D
271.5,0.006500000000000001,0.002,8.5625,1.3,2011-08-07T00:00:00.000Z,D
305,0.23025,0.014,8.605,3.025,2018-02-25T00:00:00.000Z,A
279.25,0.0285,0.00275,8.1875,1.6,2011-11-20T00:00:00.000Z,A
285,0.122,0.184,8.61,4.4,2003-01-19T00:00:00.000Z,H
282.75,0.01175,0.002,8.65,1.025,2010-10-10T00:00:00.000Z,A
275,0.07375,0.00575,8.1425,1.75,2011-12-11T00:00:00.000Z,G
272.75,0.28175,0.010249999999999999,8.85,4.875,2009-03-15T00:00:00.000Z,D
263,0.0022500000000000003,0.00125,8.52,2.375,2000-07-30T00:00:00.000Z,D
282.25,0.005,0.002,8.74,1.725,2009-09-06T00:00:00.000Z,G
249,0.011,0,,4.1,2006-09-10T00:00:00.000Z,H
303,0.105,0.004,8.14,2.7,2016-12-11T00:00:00.000Z,H
280.75,0.002,0.0022500000000000003,8.715,2.4,2002-07-21T00:00:00.000Z,A
271.25,0.12875,0.010499999999999999,8.8225,2.7249999999999996,2009-05-03T00:00:00.000Z,D
258.25,0.02725,0.01475,7.895,2.75,2000-01-16T00:00:00.000Z,G
277.25,0.0025,0.001,8.63,2.475,2001-07-15T00:00:00.000Z,G
281.25,0.005,0.0022500000000000003,8.834999999999999,3.275,2019-06-24T00:00:00.000Z,A
323.25,0.0055,0.002,8.575,1.625,2018-10-02T00:00:00.000Z,D
283,0.128,0.007,8.23,2.8,2010-12-19T00:00:00.000Z,H
265.75,0.5525,0.016,8.5225,3.725,2020-03-03T00:00:00.000Z,D
242.5,0.11075,0.034249999999999996,8.6725,5.55,2007-03-11T00:00:00.000Z,G
291.5,0.005,0.002,8.615,1.425,2016-07-10T00:00:00.000Z,K
276.5,0.228,0.017,8.844999999999999,3.4,2002-04-22T00:00:00.000Z,G
